accession	organism	gene_name	length	matches	kmer_size	score_percent	reference_start	target_start	description
XM_032726849.1	Drosophila sechellia	LOC6620464	6263	30	50	60.0	375	5945	PREDICTED: Drosophila sechellia palmitoyltransferase app (LOC6620464), transcript variant X3, mRNA
XM_032726833.1	Drosophila sechellia	LOC6617528	5803	30	50	60.0	725	5260	PREDICTED: Drosophila sechellia ral GTPase-activating protein subunit beta (LOC6617528), transcript variant X5, mRNA
XM_032726823.1	Drosophila sechellia	LOC6618112	5971	30	50	60.0	1050	4885	PREDICTED: Drosophila sechellia probable Ras GTPase-activating protein (LOC6618112), transcript variant X6, mRNA
XM_032726805.1	Drosophila sechellia	LOC6618651	6737	30	50	60.0	200	5670	PREDICTED: Drosophila sechellia histone deacetylase 4 (LOC6618651), transcript variant X3, mRNA
XM_032726803.1	Drosophila sechellia	LOC6618651	6767	30	50	60.0	200	5700	PREDICTED: Drosophila sechellia histone deacetylase 4 (LOC6618651), transcript variant X1, mRNA
XM_032726797.1	Drosophila sechellia	LOC6621070	7029	30	50	60.0	1200	3620	PREDICTED: Drosophila sechellia AF4/FMR2 family member 4 (LOC6621070), transcript variant X3, mRNA
XM_032726796.1	Drosophila sechellia	LOC6621070	6636	30	50	60.0	1200	2230	PREDICTED: Drosophila sechellia AF4/FMR2 family member 4 (LOC6621070), transcript variant X2, mRNA
XM_032726745.1	Drosophila sechellia	LOC6619822	3240	30	50	60.0	925	185	PREDICTED: Drosophila sechellia protein ovarian tumor locus (LOC6619822), transcript variant X4, mRNA
XM_032726744.1	Drosophila sechellia	LOC6619822	3155	30	50	60.0	925	100	PREDICTED: Drosophila sechellia protein ovarian tumor locus (LOC6619822), transcript variant X3, mRNA
XM_032726724.1	Drosophila sechellia	LOC6616227	4334	30	50	60.0	1200	625	PREDICTED: Drosophila sechellia cAMP-specific 3',5'-cyclic phosphodiesterase (LOC6616227), transcript variant X11, mRNA
XM_032726719.1	Drosophila sechellia	LOC6616227	5614	30	50	60.0	1200	1905	PREDICTED: Drosophila sechellia cAMP-specific 3',5'-cyclic phosphodiesterase (LOC6616227), transcript variant X6, mRNA
XM_032726683.1	Drosophila sechellia	LOC6615873	5428	30	50	60.0	1200	950	PREDICTED: Drosophila sechellia amyloid-beta-like protein (LOC6615873), transcript variant X3, mRNA
XM_032726640.1	Drosophila sechellia	LOC6615031	5112	30	50	60.0	1025	340	PREDICTED: Drosophila sechellia exportin-5 (LOC6615031), mRNA
XM_032726630.1	Drosophila sechellia	LOC6620185	4181	30	50	60.0	75	430	PREDICTED: Drosophila sechellia mitogen-activated protein kinase kinase kinase (LOC6620185), transcript variant X3, mRNA
XM_044717595.1	Drosophila ananassae	LOC6502359	7492	30	50	60.0	75	6725	PREDICTED: Drosophila ananassae myc protein (LOC6502359), mRNA
XM_014904123.3	Drosophila ananassae	LOC6501841	5807	30	50	60.0	375	1670	PREDICTED: Drosophila ananassae disks large 1 tumor suppressor protein (LOC6501841), transcript variant X28, mRNA
XM_014904120.3	Drosophila ananassae	LOC6501841	5882	30	50	60.0	375	1670	PREDICTED: Drosophila ananassae disks large 1 tumor suppressor protein (LOC6501841), transcript variant X26, mRNA
XM_001966786.4	Drosophila ananassae	LOC6501841	5927	30	50	60.0	375	1670	PREDICTED: Drosophila ananassae disks large 1 tumor suppressor protein (LOC6501841), transcript variant X24, mRNA
XM_032452400.2	Drosophila ananassae	LOC6501841	6008	30	50	60.0	375	1670	PREDICTED: Drosophila ananassae disks large 1 tumor suppressor protein (LOC6501841), transcript variant X21, mRNA
XM_044717579.1	Drosophila ananassae	LOC6501841	7015	30	50	60.0	1075	1800	PREDICTED: Drosophila ananassae disks large 1 tumor suppressor protein (LOC6501841), transcript variant X14, mRNA
XM_032452392.2	Drosophila ananassae	LOC6501841	6533	30	50	60.0	1075	1855	PREDICTED: Drosophila ananassae disks large 1 tumor suppressor protein (LOC6501841), transcript variant X10, mRNA
XM_032452391.2	Drosophila ananassae	LOC6501841	6608	30	50	60.0	1075	1855	PREDICTED: Drosophila ananassae disks large 1 tumor suppressor protein (LOC6501841), transcript variant X9, mRNA
XM_032452389.2	Drosophila ananassae	LOC6501841	6872	30	50	60.0	375	2735	PREDICTED: Drosophila ananassae disks large 1 tumor suppressor protein (LOC6501841), transcript variant X7, mRNA
XM_001966817.4	Drosophila ananassae	LOC6502005	6176	30	50	60.0	675	1565	PREDICTED: Drosophila ananassae putative vitellogenin receptor (LOC6502005), mRNA
XM_032452212.2	Drosophila ananassae	LOC6498808	5136	30	50	60.0	1200	2625	PREDICTED: Drosophila ananassae rho GTPase-activating protein 15 (LOC6498808), transcript variant X2, mRNA
XM_001967240.4	Drosophila ananassae	LOC6498749	3804	30	50	60.0	75	415	PREDICTED: Drosophila ananassae uncharacterized LOC6498749 (LOC6498749), mRNA
XM_032452463.2	Drosophila ananassae	LOC6501950	4941	30	50	60.0	1200	3625	PREDICTED: Drosophila ananassae nostrin (LOC6501950), transcript variant X1, mRNA
XM_044717545.1	Drosophila ananassae	LOC6501920	3587	30	50	60.0	1200	2520	PREDICTED: Drosophila ananassae carbonic anhydrase 2 (LOC6501920), transcript variant X3, mRNA
XM_014904761.3	Drosophila ananassae	LOC6505008	3162	30	50	60.0	200	2155	PREDICTED: Drosophila ananassae programmed cell death protein 4 (LOC6505008), transcript variant X3, mRNA
XM_032452084.2	Drosophila ananassae	LOC116655057	4185	30	50	60.0	1025	1305	PREDICTED: Drosophila ananassae nuclear receptor coactivator 6-like (LOC116655057), transcript variant X2, mRNA
XM_044717541.1	Drosophila ananassae	LOC6505006	5094	30	50	60.0	1200	2525	PREDICTED: Drosophila ananassae uncharacterized LOC6505006 (LOC6505006), transcript variant X4, mRNA
XM_014904759.3	Drosophila ananassae	LOC6505006	5100	30	50	60.0	200	4170	PREDICTED: Drosophila ananassae uncharacterized LOC6505006 (LOC6505006), transcript variant X3, mRNA
XM_044717540.1	Drosophila ananassae	LOC6505006	5115	30	50	60.0	200	4185	PREDICTED: Drosophila ananassae uncharacterized LOC6505006 (LOC6505006), transcript variant X2, mRNA
XM_014904758.3	Drosophila ananassae	LOC6505006	5121	30	50	60.0	1200	2525	PREDICTED: Drosophila ananassae uncharacterized LOC6505006 (LOC6505006), transcript variant X1, mRNA
XM_001965629.4	Drosophila ananassae	LOC6505274	3931	30	50	60.0	375	340	PREDICTED: Drosophila ananassae plastin-1 (LOC6505274), transcript variant X1, mRNA
XM_044717532.1	Drosophila ananassae	LOC6505244	3152	30	50	60.0	200	2705	PREDICTED: Drosophila ananassae cytoplasmic dynein 1 light intermediate chain 1 (LOC6505244), transcript variant X5, mRNA
XM_044717526.1	Drosophila ananassae	LOC6505019	6887	30	50	60.0	1200	550	PREDICTED: Drosophila ananassae uncharacterized LOC6505019 (LOC6505019), transcript variant X11, mRNA
XM_001965582.4	Drosophila ananassae	LOC6505019	7325	30	50	60.0	1200	2195	PREDICTED: Drosophila ananassae uncharacterized LOC6505019 (LOC6505019), transcript variant X10, mRNA
XM_002135031.3	Drosophila pseudoobscura	LOC6900704	3058	30	50	60.0	50	1750	PREDICTED: Drosophila pseudoobscura protein glass (LOC6900704), transcript variant X2, mRNA
XM_033385627.1	Drosophila pseudoobscura	X11L	5657	30	50	60.0	200	4815	PREDICTED: Drosophila pseudoobscura X11L (X11L), transcript variant X10, mRNA
XM_033385626.1	Drosophila pseudoobscura	X11L	5660	30	50	60.0	200	5265	PREDICTED: Drosophila pseudoobscura X11L (X11L), transcript variant X9, mRNA
XM_033385625.1	Drosophila pseudoobscura	X11L	5660	30	50	60.0	200	5265	PREDICTED: Drosophila pseudoobscura X11L (X11L), transcript variant X8, mRNA
XM_033385623.1	Drosophila pseudoobscura	X11L	5672	30	50	60.0	200	4830	PREDICTED: Drosophila pseudoobscura X11L (X11L), transcript variant X6, mRNA
XM_033385622.1	Drosophila pseudoobscura	X11L	5672	30	50	60.0	200	4830	PREDICTED: Drosophila pseudoobscura X11L (X11L), transcript variant X5, mRNA
XM_033385621.1	Drosophila pseudoobscura	X11L	5675	30	50	60.0	200	5280	PREDICTED: Drosophila pseudoobscura X11L (X11L), transcript variant X4, mRNA
XM_033385620.1	Drosophila pseudoobscura	X11L	5675	30	50	60.0	200	5280	PREDICTED: Drosophila pseudoobscura X11L (X11L), transcript variant X3, mRNA
XM_033385619.1	Drosophila pseudoobscura	X11L	5652	30	50	60.0	200	4810	PREDICTED: Drosophila pseudoobscura X11L (X11L), transcript variant X2, mRNA
XM_033385597.1	Drosophila pseudoobscura	LOC26533390	3529	30	50	60.0	1175	395	PREDICTED: Drosophila pseudoobscura bifunctional lysine-specific demethylase and histidyl-hydroxylase NO66 (LOC26533390), transcript variant X1, mRNA
XM_033385541.1	Drosophila pseudoobscura	pigs	3523	30	50	60.0	1200	1135	PREDICTED: Drosophila pseudoobscura pickled eggs (pigs), transcript variant X2, mRNA
XM_033385476.1	Drosophila pseudoobscura	rut	5408	30	50	60.0	50	365	PREDICTED: Drosophila pseudoobscura adenylate cyclase rutabaga (rut), transcript variant X11, mRNA
XM_033385475.1	Drosophila pseudoobscura	rut	5678	30	50	60.0	50	365	PREDICTED: Drosophila pseudoobscura adenylate cyclase rutabaga (rut), transcript variant X10, mRNA
XM_033385438.1	Drosophila pseudoobscura	Rdl	6504	30	50	60.0	75	295	PREDICTED: Drosophila pseudoobscura Resistant to dieldrin (Rdl), transcript variant X4, mRNA
XM_047009360.1	Drosophila willistoni	LOC6650060	3618	30	50	60.0	700	3160	PREDICTED: Drosophila willistoni uncharacterized LOC6650060 (LOC6650060), transcript variant X1, mRNA
XM_047009259.1	Drosophila willistoni	LOC6649506	4738	30	50	60.0	1200	2030	PREDICTED: Drosophila willistoni uncharacterized LOC6649506 (LOC6649506), transcript variant X3, mRNA
XM_002072113.4	Drosophila willistoni	LOC6649616	3781	30	50	60.0	500	585	PREDICTED: Drosophila willistoni glutamate receptor ionotropic, kainate 2 (LOC6649616), mRNA
XM_015177043.3	Drosophila willistoni	LOC6649796	3047	30	50	60.0	1200	300	PREDICTED: Drosophila willistoni aminopeptidase N (LOC6649796), transcript variant X2, mRNA
XM_047009234.1	Drosophila willistoni	LOC6649595	3413	30	50	60.0	1200	2860	PREDICTED: Drosophila willistoni 26S proteasome non-ATPase regulatory subunit 1 (LOC6649595), mRNA
XM_047009226.1	Drosophila willistoni	LOC6649622	7733	30	50	60.0	1225	1605	PREDICTED: Drosophila willistoni serine/arginine repetitive matrix protein 2 (LOC6649622), transcript variant X1, mRNA
XM_047009222.1	Drosophila willistoni	LOC6649454	5154	30	50	60.0	1200	255	PREDICTED: Drosophila willistoni la-related protein 1 (LOC6649454), transcript variant X3, mRNA
XM_047009221.1	Drosophila willistoni	LOC6649454	6105	30	50	60.0	1025	910	PREDICTED: Drosophila willistoni la-related protein 1 (LOC6649454), transcript variant X2, mRNA
XM_023179626.2	Drosophila willistoni	LOC6649695	4310	30	50	60.0	1200	605	PREDICTED: Drosophila willistoni AF4/FMR2 family member lilli (LOC6649695), transcript variant X5, mRNA
XM_047009208.1	Drosophila willistoni	LOC6649695	4493	30	50	60.0	1200	605	PREDICTED: Drosophila willistoni AF4/FMR2 family member lilli (LOC6649695), transcript variant X4, mRNA
XM_023179625.2	Drosophila willistoni	LOC6649695	5043	30	50	60.0	1200	605	PREDICTED: Drosophila willistoni AF4/FMR2 family member lilli (LOC6649695), transcript variant X3, mRNA
XM_047009207.1	Drosophila willistoni	LOC6649695	5226	30	50	60.0	1200	605	PREDICTED: Drosophila willistoni AF4/FMR2 family member lilli (LOC6649695), transcript variant X2, mRNA
XM_047009206.1	Drosophila willistoni	LOC6649695	5703	30	50	60.0	1200	605	PREDICTED: Drosophila willistoni AF4/FMR2 family member lilli (LOC6649695), transcript variant X1, mRNA
XM_070206655.1	Drosophila virilis	kek5	7223	30	50	60.0	75	370	PREDICTED: Drosophila virilis kekkon 5 (kek5), transcript variant X4, mRNA
XM_070206654.1	Drosophila virilis	kek5	7365	30	50	60.0	75	370	PREDICTED: Drosophila virilis kekkon 5 (kek5), transcript variant X2, mRNA
XM_015170189.3	Drosophila virilis	Klp10A	3498	30	50	60.0	1100	995	PREDICTED: Drosophila virilis kinesin-like protein 10A (Klp10A), transcript variant X2, mRNA
XM_002057974.4	Drosophila virilis	vap	4118	30	50	60.0	975	2770	PREDICTED: Drosophila virilis RAS p21 protein activator vap (vap), transcript variant X1, mRNA
XM_032439584.2	Drosophila virilis	sdt	5791	30	50	60.0	1200	175	PREDICTED: Drosophila virilis stardust (sdt), transcript variant X12, mRNA
XM_032439583.2	Drosophila virilis	sdt	7489	30	50	60.0	1200	2415	PREDICTED: Drosophila virilis stardust (sdt), transcript variant X11, mRNA
XM_032439579.2	Drosophila virilis	sdt	6182	30	50	60.0	200	815	PREDICTED: Drosophila virilis stardust (sdt), transcript variant X7, mRNA
XM_032439578.2	Drosophila virilis	sdt	5833	30	50	60.0	1200	175	PREDICTED: Drosophila virilis stardust (sdt), transcript variant X5, mRNA
XM_032439577.2	Drosophila virilis	sdt	7535	30	50	60.0	200	815	PREDICTED: Drosophila virilis stardust (sdt), transcript variant X4, mRNA
XM_032439576.2	Drosophila virilis	sdt	4939	30	50	60.0	1200	570	PREDICTED: Drosophila virilis stardust (sdt), transcript variant X3, mRNA
XM_002056947.4	Drosophila virilis	raskol	6673	30	50	60.0	75	775	PREDICTED: Drosophila virilis Ras GTPase-activating protein raskol (raskol), transcript variant X13, mRNA
XM_015170148.3	Drosophila virilis	raskol	6706	30	50	60.0	75	775	PREDICTED: Drosophila virilis Ras GTPase-activating protein raskol (raskol), transcript variant X12, mRNA
XM_032440772.2	Drosophila virilis	raskol	5816	30	50	60.0	925	3115	PREDICTED: Drosophila virilis Ras GTPase-activating protein raskol (raskol), transcript variant X11, mRNA
XM_032440771.2	Drosophila virilis	raskol	6745	30	50	60.0	75	775	PREDICTED: Drosophila virilis Ras GTPase-activating protein raskol (raskol), transcript variant X10, mRNA
XM_032440770.2	Drosophila virilis	raskol	6778	30	50	60.0	75	775	PREDICTED: Drosophila virilis Ras GTPase-activating protein raskol (raskol), transcript variant X9, mRNA
XM_032440769.2	Drosophila virilis	raskol	6688	30	50	60.0	75	775	PREDICTED: Drosophila virilis Ras GTPase-activating protein raskol (raskol), transcript variant X8, mRNA
XM_032440768.2	Drosophila virilis	raskol	6721	30	50	60.0	75	775	PREDICTED: Drosophila virilis Ras GTPase-activating protein raskol (raskol), transcript variant X7, mRNA
XM_032440767.2	Drosophila virilis	raskol	6761	30	50	60.0	925	4045	PREDICTED: Drosophila virilis Ras GTPase-activating protein raskol (raskol), transcript variant X6, mRNA
XM_032440766.2	Drosophila virilis	raskol	6794	30	50	60.0	1025	5465	PREDICTED: Drosophila virilis Ras GTPase-activating protein raskol (raskol), transcript variant X4, mRNA
XM_015170149.3	Drosophila virilis	raskol	7734	30	50	60.0	1025	6420	PREDICTED: Drosophila virilis Ras GTPase-activating protein raskol (raskol), transcript variant X2, mRNA
XM_032440764.2	Drosophila virilis	raskol	7749	30	50	60.0	1025	6420	PREDICTED: Drosophila virilis Ras GTPase-activating protein raskol (raskol), transcript variant X1, mRNA
XM_002055578.4	Drosophila virilis	LOC6631989	3626	30	50	60.0	1200	1350	PREDICTED: Drosophila virilis uncharacterized protein (LOC6631989), mRNA
XM_002055577.4	Drosophila virilis	r	6981	30	50	60.0	900	385	PREDICTED: Drosophila virilis carbamoyl-phosphate synthetase 2, aspartate transcarbamylase, and dihydroorotase rudimentary (r), transcript variant X1, mRNA
XM_032433236.2	Drosophila virilis	Mybbp1A	3738	30	50	60.0	700	1450	PREDICTED: Drosophila virilis MYB binding protein 1a (Mybbp1A), mRNA
XM_015170957.3	Drosophila virilis	LOC6631706	3942	30	50	60.0	400	510	PREDICTED: Drosophila virilis UNC93-like protein (LOC6631706), transcript variant X1, mRNA
XM_002059593.4	Drosophila virilis	spri	6308	30	50	60.0	200	5780	PREDICTED: Drosophila virilis Src homology 2 domain-containing protein sprint (spri), transcript variant X5, mRNA
XM_032440378.2	Drosophila virilis	spri	6563	30	50	60.0	200	6035	PREDICTED: Drosophila virilis Src homology 2 domain-containing protein sprint (spri), transcript variant X3, mRNA
XM_032439688.2	Drosophila virilis	Cht6	7435	30	50	60.0	1200	4505	PREDICTED: Drosophila virilis Chitinase 6 (Cht6), transcript variant X2, mRNA
XM_002055331.4	Drosophila virilis	Mnt	6131	30	50	60.0	200	3240	PREDICTED: Drosophila virilis Mnt (Mnt), transcript variant X1, mRNA
XM_032439927.2	Drosophila virilis	tyf	6659	30	50	60.0	200	6080	PREDICTED: Drosophila virilis twenty-four (tyf), transcript variant X8, mRNA
XM_015171030.3	Drosophila virilis	eIF4H1	3317	30	50	60.0	200	1955	PREDICTED: Drosophila virilis eukaryotic translation initiation factor 4H1 (eIF4H1), transcript variant X3, mRNA
XM_002054977.4	Drosophila virilis	eIF4H1	3338	30	50	60.0	50	1805	PREDICTED: Drosophila virilis eukaryotic translation initiation factor 4H1 (eIF4H1), transcript variant X2, mRNA
XM_070211367.1	Drosophila virilis	IntS6	6123	30	50	60.0	225	5160	PREDICTED: Drosophila virilis integrator complex subunit 6 (IntS6), transcript variant X4, mRNA
XM_070211364.1	Drosophila virilis	IntS6	5833	30	50	60.0	225	4870	PREDICTED: Drosophila virilis integrator complex subunit 6 (IntS6), transcript variant X1, mRNA
XM_001991206.3	Drosophila grimshawi	LOC6564741	4272	30	50	60.0	75	3360	PREDICTED: Drosophila grimshawi protein Tob1 (LOC6564741), transcript variant X1, mRNA
XM_001991530.3	Drosophila grimshawi	LOC6564669	3122	30	50	60.0	375	65	PREDICTED: Drosophila grimshawi uncharacterized LOC6564669 (LOC6564669), transcript variant X2, mRNA
XM_032738390.2	Drosophila grimshawi	LOC6564669	3189	30	50	60.0	375	65	PREDICTED: Drosophila grimshawi uncharacterized LOC6564669 (LOC6564669), transcript variant X1, mRNA
XM_043216277.1	Drosophila grimshawi	LOC6564678	3557	30	50	60.0	1200	285	PREDICTED: Drosophila grimshawi optomotor-blind protein (LOC6564678), transcript variant X3, mRNA
XM_043216276.1	Drosophila grimshawi	LOC6564678	3563	30	50	60.0	1200	285	PREDICTED: Drosophila grimshawi optomotor-blind protein (LOC6564678), transcript variant X2, mRNA
XM_043216275.1	Drosophila grimshawi	LOC6564678	3566	30	50	60.0	1200	285	PREDICTED: Drosophila grimshawi optomotor-blind protein (LOC6564678), transcript variant X1, mRNA
XM_032738339.2	Drosophila grimshawi	LOC6565046	3805	30	50	60.0	1175	2235	PREDICTED: Drosophila grimshawi cytosolic carboxypeptidase Nna1 (LOC6565046), transcript variant X1, mRNA
XM_032737860.2	Drosophila grimshawi	LOC6565410	5130	30	50	60.0	925	2370	PREDICTED: Drosophila grimshawi tyrosine-protein phosphatase 10D (LOC6565410), transcript variant X1, mRNA
XM_032738326.2	Drosophila grimshawi	LOC6564950	3014	30	50	60.0	200	1920	PREDICTED: Drosophila grimshawi uncharacterized LOC6564950 (LOC6564950), transcript variant X1, mRNA
XM_043216255.1	Drosophila grimshawi	LOC6564712	4513	30	50	60.0	1200	2005	PREDICTED: Drosophila grimshawi uncharacterized protein DDB_G0283357 (LOC6564712), transcript variant X2, mRNA
