accession	organism	gene_name	length	matches	comparison_length	score_percent	description
XM_001973942.3	Drosophila erecta	LOC6548790	4168	838	3070	27.2964	PREDICTED: Drosophila erecta adenylate cyclase type 3 (LOC6548790), transcript variant X1, mRNA
XM_015190638.3	Drosophila yakuba	LOC6525161	7584	838	3070	27.2964	PREDICTED: Drosophila yakuba supporter of activation of yellow protein (LOC6525161), transcript variant X2, mRNA
XM_015189818.3	Drosophila yakuba	LOC6539102	3338	838	3070	27.2964	PREDICTED: Drosophila yakuba uncharacterized LOC6539102 (LOC6539102), transcript variant X3, mRNA
XM_032726838.1	Drosophila sechellia	LOC6617528	5600	837	3070	27.2638	PREDICTED: Drosophila sechellia ral GTPase-activating protein subunit beta (LOC6617528), transcript variant X10, mRNA
XM_039371690.2	Drosophila yakuba	LOC6525186	6910	837	3070	27.2638	PREDICTED: Drosophila yakuba uncharacterized LOC6525186 (LOC6525186), transcript variant X1, mRNA
XM_034284797.1	Drosophila guanche	LOC117591500	3054	832	3054	27.243	PREDICTED: Drosophila guanche protein lin-9 homolog (LOC117591500), mRNA
XM_020961023.1	Drosophila serrata	LOC110190505	3043	829	3043	27.2429	PREDICTED: Drosophila serrata SCY1-like protein 2 (LOC110190505), transcript variant X1, mRNA
XM_032452083.2	Drosophila ananassae	LOC116655057	4258	836	3070	27.2313	PREDICTED: Drosophila ananassae nuclear receptor coactivator 6-like (LOC116655057), transcript variant X1, mRNA
XM_023179736.2	Drosophila willistoni	LOC6649795	4330	836	3070	27.2313	PREDICTED: Drosophila willistoni ubiquitin carboxyl-terminal hydrolase 1 (LOC6649795), transcript variant X2, mRNA
XM_032738440.2	Drosophila grimshawi	LOC6565297	4544	836	3070	27.2313	PREDICTED: Drosophila grimshawi eye-specific diacylglycerol kinase (LOC6565297), transcript variant X7, mRNA
XM_020961305.1	Drosophila serrata	LOC110190693	5116	836	3070	27.2313	PREDICTED: Drosophila serrata otoferlin (LOC110190693), transcript variant X1, mRNA
XM_018107124.2	Drosophila navojoa	LOC108655415	4825	836	3070	27.2313	PREDICTED: Drosophila navojoa phospholipid-transporting ATPase ID (LOC108655415), transcript variant X4, mRNA
XM_002019924.2	Drosophila persimilis	LOC6594489	4157	836	3070	27.2313	PREDICTED: Drosophila persimilis indole-3-acetaldehyde oxidase (LOC6594489), mRNA
NM_001382005.1	Drosophila melanogaster	CG10019	5287	835	3070	27.1987	Drosophila melanogaster uncharacterized protein, transcript variant E (CG10019), mRNA
XM_016173901.3	Drosophila simulans	LOC6725945	4981	835	3070	27.1987	PREDICTED: Drosophila simulans zwei Ig domain protein zig-8 (LOC6725945), transcript variant X1, mRNA
XM_070206627.1	Drosophila virilis	1	6937	835	3070	27.1987	PREDICTED: Drosophila virilis inositol hexakisphosphate and diphosphoinositol-pentakisphosphate kinase (l(1)G0196), transcript variant X5, mRNA
XM_034284258.1	Drosophila guanche	LOC117591148	3207	835	3070	27.1987	PREDICTED: Drosophila guanche uncharacterized LOC117591148 (LOC117591148), transcript variant X1, mRNA
XM_020960988.1	Drosophila serrata	LOC110190478	3271	835	3070	27.1987	PREDICTED: Drosophila serrata P17/29C-like protein DDB_G0287399 (LOC110190478), transcript variant X1, mRNA
XM_030389994.1	Drosophila navojoa	LOC108649710	4624	835	3070	27.1987	PREDICTED: Drosophila navojoa E3 ubiquitin-protein ligase RNF123 (LOC108649710), transcript variant X2, mRNA
XM_026993917.1	Drosophila persimilis	LOC6601003	6624	835	3070	27.1987	PREDICTED: Drosophila persimilis glutamate synthase [NADH], amyloplastic (LOC6601003), transcript variant X1, mRNA
XM_026993817.1	Drosophila persimilis	LOC6601946	4117	835	3070	27.1987	PREDICTED: Drosophila persimilis neurogenic protein mastermind (LOC6601946), mRNA
XM_039297740.2	Drosophila simulans	LOC6726385	7880	834	3070	27.1661	PREDICTED: Drosophila simulans uncharacterized LOC6726385 (LOC6726385), transcript variant X1, mRNA
XM_032726847.1	Drosophila sechellia	LOC6620464	6332	834	3070	27.1661	PREDICTED: Drosophila sechellia palmitoyltransferase app (LOC6620464), transcript variant X1, mRNA
XM_032452460.2	Drosophila ananassae	LOC6501948	7519	834	3070	27.1661	PREDICTED: Drosophila ananassae eye-specific diacylglycerol kinase (LOC6501948), transcript variant X17, mRNA
XM_034261303.2	Drosophila albomicans	LOC117563205	4081	834	3070	27.1661	PREDICTED: Drosophila albomicans histone deacetylase 6 (LOC117563205), transcript variant X3, mRNA
XM_034245303.2	Drosophila albomicans	LOC117563205	4917	834	3070	27.1661	PREDICTED: Drosophila albomicans histone deacetylase 6 (LOC117563205), transcript variant X1, mRNA
XM_002101005.4	Drosophila yakuba	LOC6525203	4398	834	3070	27.1661	PREDICTED: Drosophila yakuba uncharacterized LOC6525203 (LOC6525203), mRNA
XM_034284798.1	Drosophila guanche	LOC117591501	3230	834	3070	27.1661	PREDICTED: Drosophila guanche type II inositol 1,4,5-trisphosphate 5-phosphatase (LOC117591501), mRNA
XM_034284793.1	Drosophila guanche	LOC117591498	7023	834	3070	27.1661	PREDICTED: Drosophila guanche WD repeat-containing protein 7 (LOC117591498), transcript variant X2, mRNA
XM_020961306.1	Drosophila serrata	LOC110190693	5116	834	3070	27.1661	PREDICTED: Drosophila serrata otoferlin (LOC110190693), transcript variant X2, mRNA
NM_001414079.1	Drosophila melanogaster	inaE	3749	833	3070	27.1336	Drosophila melanogaster inactivation no afterpotential E (inaE), transcript variant I, mRNA
XM_016180908.3	Drosophila simulans	LOC6739888	5230	833	3070	27.1336	PREDICTED: Drosophila simulans regulator of nonsense transcripts 1 homolog (LOC6739888), transcript variant X2, mRNA
XM_032726695.1	Drosophila sechellia	LOC6615874	3365	833	3070	27.1336	PREDICTED: Drosophila sechellia homeobox protein vnd (LOC6615874), transcript variant X2, mRNA
XM_044717593.1	Drosophila ananassae	LOC6504504	7231	833	3070	27.1336	PREDICTED: Drosophila ananassae non-canonical poly(A) RNA polymerase protein Trf4-1 (LOC6504504), transcript variant X4, mRNA
XM_032738932.2	Drosophila grimshawi	LOC6565743	4083	833	3070	27.1336	PREDICTED: Drosophila grimshawi hornerin (LOC6565743), mRNA
XM_039372680.2	Drosophila yakuba	LOC6525054	5408	833	3070	27.1336	PREDICTED: Drosophila yakuba uncharacterized LOC6525054 (LOC6525054), transcript variant X10, mRNA
XM_034284718.1	Drosophila guanche	LOC117591450	3688	833	3070	27.1336	PREDICTED: Drosophila guanche chaoptin (LOC117591450), mRNA
XM_032726633.1	Drosophila sechellia	LOC6614964	5709	832	3070	27.101	PREDICTED: Drosophila sechellia uncharacterized LOC6614964 (LOC6614964), mRNA
XM_033385580.1	Drosophila pseudoobscura	TrpA1	4061	832	3070	27.101	PREDICTED: Drosophila pseudoobscura Transient receptor potential cation channel A1 (TrpA1), transcript variant X9, mRNA
XM_015168679.3	Drosophila virilis	spri	3354	832	3070	27.101	PREDICTED: Drosophila virilis Src homology 2 domain-containing protein sprint (spri), transcript variant X8, mRNA
XM_043216287.1	Drosophila grimshawi	LOC6565113	7309	832	3070	27.101	PREDICTED: Drosophila grimshawi uncharacterized LOC6565113 (LOC6565113), mRNA
XM_032737835.2	Drosophila grimshawi	LOC6565215	5014	832	3070	27.101	PREDICTED: Drosophila grimshawi rho-associated protein kinase 2 (LOC6565215), transcript variant X7, mRNA
XM_032737834.2	Drosophila grimshawi	LOC6565215	5042	832	3070	27.101	PREDICTED: Drosophila grimshawi rho-associated protein kinase 2 (LOC6565215), transcript variant X6, mRNA
XM_032737832.2	Drosophila grimshawi	LOC6565215	4771	832	3070	27.101	PREDICTED: Drosophila grimshawi rho-associated protein kinase 2 (LOC6565215), transcript variant X4, mRNA
XM_002101428.4	Drosophila yakuba	LOC6525642	6743	832	3070	27.101	PREDICTED: Drosophila yakuba partitioning defective 3 homolog (LOC6525642), transcript variant X5, mRNA
XM_034284154.1	Drosophila guanche	LOC117591054	5059	832	3070	27.101	PREDICTED: Drosophila guanche dual specificity mitogen-activated protein kinase kinase hemipterous (LOC117591054), transcript variant X2, mRNA
XM_034284153.1	Drosophila guanche	LOC117591054	5134	832	3070	27.101	PREDICTED: Drosophila guanche dual specificity mitogen-activated protein kinase kinase hemipterous (LOC117591054), transcript variant X1, mRNA
XM_020961429.1	Drosophila serrata	LOC110190791	3590	832	3070	27.101	PREDICTED: Drosophila serrata uncharacterized LOC110190791 (LOC110190791), transcript variant X1, mRNA
XM_020961259.1	Drosophila serrata	LOC110190658	3287	832	3070	27.101	PREDICTED: Drosophila serrata N-acetyltransferase eco (LOC110190658), mRNA
XM_030390355.1	Drosophila navojoa	LOC115565278	7951	832	3070	27.101	PREDICTED: Drosophila navojoa neurogenic protein mastermind (LOC115565278), mRNA
XM_030389980.1	Drosophila navojoa	LOC108658347	3398	832	3070	27.101	PREDICTED: Drosophila navojoa transcriptional regulator ovo (LOC108658347), mRNA
XM_023179741.2	Drosophila willistoni	LOC6649528	3080	831	3070	27.0684	PREDICTED: Drosophila willistoni octopamine receptor Oamb (LOC6649528), transcript variant X2, mRNA
XM_032440766.2	Drosophila virilis	raskol	6794	831	3070	27.0684	PREDICTED: Drosophila virilis Ras GTPase-activating protein raskol (raskol), transcript variant X4, mRNA
XM_001995491.3	Drosophila grimshawi	LOC6569552	3151	831	3070	27.0684	PREDICTED: Drosophila grimshawi mediator of RNA polymerase II transcription subunit 15 (LOC6569552), transcript variant X2, mRNA
XM_043216210.1	Drosophila grimshawi	LOC6565774	3266	831	3070	27.0684	PREDICTED: Drosophila grimshawi dopamine D2-like receptor (LOC6565774), transcript variant X3, mRNA
XM_044011276.1	Drosophila mojavensis	LOC6581042	6325	831	3070	27.0684	PREDICTED: Drosophila mojavensis 7SK snRNA methylphosphate capping enzyme bin3 (LOC6581042), transcript variant X2, mRNA
XM_020961271.1	Drosophila serrata	LOC110190668	3310	831	3070	27.0684	PREDICTED: Drosophila serrata uncharacterized LOC110190668 (LOC110190668), transcript variant X3, mRNA
XM_020961166.1	Drosophila serrata	LOC110190578	4768	831	3070	27.0684	PREDICTED: Drosophila serrata uncharacterized LOC110190578 (LOC110190578), mRNA
XM_001355289.4	Drosophila pseudoobscura	LOC4816068	3496	830	3070	27.0358	PREDICTED: Drosophila pseudoobscura centrosomal protein of 162 kDa (LOC4816068), transcript variant X2, mRNA
XM_002057119.4	Drosophila virilis	Klp10A	3426	830	3070	27.0358	PREDICTED: Drosophila virilis kinesin-like protein 10A (Klp10A), transcript variant X1, mRNA
XM_043216247.1	Drosophila grimshawi	LOC6564512	3753	830	3070	27.0358	PREDICTED: Drosophila grimshawi disks large 1 tumor suppressor protein (LOC6564512), transcript variant X11, mRNA
XM_030390269.1	Drosophila navojoa	LOC108655415	5317	830	3070	27.0358	PREDICTED: Drosophila navojoa phospholipid-transporting ATPase ID (LOC108655415), transcript variant X3, mRNA
XM_018107123.2	Drosophila navojoa	LOC108655415	5359	830	3070	27.0358	PREDICTED: Drosophila navojoa phospholipid-transporting ATPase ID (LOC108655415), transcript variant X1, mRNA
XM_039298145.2	Drosophila simulans	LOC6726415	3469	829	3070	27.0033	PREDICTED: Drosophila simulans band 7 protein AGAP004871 (LOC6726415), transcript variant X2, mRNA
XM_016172633.3	Drosophila simulans	LOC6725839	5403	829	3070	27.0033	PREDICTED: Drosophila simulans protein strawberry notch (LOC6725839), transcript variant X3, mRNA
XM_032726721.1	Drosophila sechellia	LOC6616227	5341	829	3070	27.0033	PREDICTED: Drosophila sechellia cAMP-specific 3',5'-cyclic phosphodiesterase (LOC6616227), transcript variant X8, mRNA
XM_023179657.2	Drosophila willistoni	LOC6649729	3843	829	3070	27.0033	PREDICTED: Drosophila willistoni box A-binding factor (LOC6649729), transcript variant X1, mRNA
XM_032439580.2	Drosophila virilis	sdt	4478	829	3070	27.0033	PREDICTED: Drosophila virilis stardust (sdt), transcript variant X8, mRNA
XM_032738515.2	Drosophila grimshawi	LOC6564741	4186	829	3070	27.0033	PREDICTED: Drosophila grimshawi protein Tob1 (LOC6564741), transcript variant X2, mRNA
XM_034252217.2	Drosophila albomicans	LOC117570514	4380	829	3070	27.0033	PREDICTED: Drosophila albomicans basic proline-rich protein (LOC117570514), transcript variant X1, mRNA
XM_039296641.2	Drosophila simulans	LOC6725844	5365	828	3070	26.9707	PREDICTED: Drosophila simulans histone deacetylase 4 (LOC6725844), transcript variant X5, mRNA
XM_039298051.2	Drosophila simulans	LOC27209395	7008	828	3070	26.9707	PREDICTED: Drosophila simulans double-stranded RNA-specific editase Adar (LOC27209395), transcript variant X5, mRNA
XM_032440767.2	Drosophila virilis	raskol	6761	828	3070	26.9707	PREDICTED: Drosophila virilis Ras GTPase-activating protein raskol (raskol), transcript variant X6, mRNA
XM_070206612.1	Drosophila virilis	raskol	5993	828	3070	26.9707	PREDICTED: Drosophila virilis Ras GTPase-activating protein raskol (raskol), transcript variant X5, mRNA
XM_001991364.3	Drosophila grimshawi	LOC6564577	4146	828	3070	26.9707	PREDICTED: Drosophila grimshawi uncharacterized protein CG3556 (LOC6564577), mRNA
XM_002006894.4	Drosophila mojavensis	LOC6581185	5134	828	3070	26.9707	PREDICTED: Drosophila mojavensis uncharacterized LOC6581185 (LOC6581185), transcript variant X2, mRNA
XM_032730321.2	Drosophila mojavensis	LOC6581042	6271	828	3070	26.9707	PREDICTED: Drosophila mojavensis 7SK snRNA methylphosphate capping enzyme bin3 (LOC6581042), transcript variant X4, mRNA
XM_015190363.3	Drosophila yakuba	LOC6524725	4993	828	3070	26.9707	PREDICTED: Drosophila yakuba zwei Ig domain protein zig-8 (LOC6524725), transcript variant X2, mRNA
XM_034284155.1	Drosophila guanche	LOC117591054	3625	828	3070	26.9707	PREDICTED: Drosophila guanche dual specificity mitogen-activated protein kinase kinase hemipterous (LOC117591054), transcript variant X3, mRNA
XM_026993800.1	Drosophila persimilis	LOC6601981	4524	828	3070	26.9707	PREDICTED: Drosophila persimilis IQ motif and SEC7 domain-containing protein 2 (LOC6601981), transcript variant X3, mRNA
NM_001414068.1	Drosophila melanogaster	sgg	3347	827	3070	26.9381	Drosophila melanogaster shaggy (sgg), transcript variant T, mRNA
XM_032726808.1	Drosophila sechellia	LOC6618651	5971	827	3070	26.9381	PREDICTED: Drosophila sechellia histone deacetylase 4 (LOC6618651), transcript variant X6, mRNA
XM_032452394.2	Drosophila ananassae	LOC6501841	7069	827	3070	26.9381	PREDICTED: Drosophila ananassae disks large 1 tumor suppressor protein (LOC6501841), transcript variant X13, mRNA
XM_026983630.1	Drosophila erecta	LOC6548878	5634	827	3070	26.9381	PREDICTED: Drosophila erecta protein madd-4 (LOC6548878), transcript variant X2, mRNA
XM_026983446.1	Drosophila erecta	LOC6555827	3529	827	3070	26.9381	PREDICTED: Drosophila erecta calcium/calmodulin-dependent protein kinase type II alpha chain (LOC6555827), transcript variant X7, mRNA
XM_015190659.3	Drosophila yakuba	LOC6525187	3119	827	3070	26.9381	PREDICTED: Drosophila yakuba 6-phosphofructo-2-kinase/fructose-2,6-bisphosphatase 1 (LOC6525187), transcript variant X3, mRNA
XM_034284724.1	Drosophila guanche	LOC117591455	3641	827	3070	26.9381	PREDICTED: Drosophila guanche uncharacterized LOC117591455 (LOC117591455), transcript variant X1, mRNA
XM_026993847.1	Drosophila persimilis	LOC6602871	5267	827	3070	26.9381	PREDICTED: Drosophila persimilis rho-associated protein kinase 1 (LOC6602871), transcript variant X3, mRNA
XM_026993845.1	Drosophila persimilis	LOC6602871	7335	827	3070	26.9381	PREDICTED: Drosophila persimilis rho-associated protein kinase 1 (LOC6602871), transcript variant X2, mRNA
XM_026993844.1	Drosophila persimilis	LOC6602871	7362	827	3070	26.9381	PREDICTED: Drosophila persimilis rho-associated protein kinase 1 (LOC6602871), transcript variant X1, mRNA
XM_030390078.1	Drosophila navojoa	LOC115565092	3055	822	3055	26.9067	PREDICTED: Drosophila navojoa DNA topoisomerase 3-beta (LOC115565092), mRNA
XM_043216258.1	Drosophila grimshawi	LOC6564712	4644	826	3070	26.9055	PREDICTED: Drosophila grimshawi uncharacterized protein DDB_G0283357 (LOC6564712), transcript variant X4, mRNA
XM_015190465.3	Drosophila yakuba	LOC6524916	7749	826	3070	26.9055	PREDICTED: Drosophila yakuba disintegrin and metalloproteinase domain-containing protein 11 (LOC6524916), transcript variant X6, mRNA
XM_015190961.3	Drosophila yakuba	LOC6525727	5847	826	3070	26.9055	PREDICTED: Drosophila yakuba serine/threonine-protein kinase minibrain (LOC6525727), transcript variant X3, mRNA
XM_034284716.1	Drosophila guanche	LOC117591449	4181	826	3070	26.9055	PREDICTED: Drosophila guanche protein shuttle craft (LOC117591449), transcript variant X1, mRNA
XM_020960914.1	Drosophila serrata	LOC110190432	4501	826	3070	26.9055	PREDICTED: Drosophila serrata cyclin-dependent kinase 12 (LOC110190432), transcript variant X1, mRNA
XM_030390010.1	Drosophila navojoa	LOC108658046	5833	826	3070	26.9055	PREDICTED: Drosophila navojoa latrophilin Cirl (LOC108658046), transcript variant X2, mRNA
XM_032726804.1	Drosophila sechellia	LOC6618651	6463	825	3070	26.873	PREDICTED: Drosophila sechellia histone deacetylase 4 (LOC6618651), transcript variant X2, mRNA
XM_001965610.4	Drosophila ananassae	LOC6505263	5609	825	3070	26.873	PREDICTED: Drosophila ananassae protein retinal degeneration B (LOC6505263), transcript variant X9, mRNA
XM_033385538.1	Drosophila pseudoobscura	LOC4815435	7838	825	3070	26.873	PREDICTED: Drosophila pseudoobscura uncharacterized protein (LOC4815435), transcript variant X2, mRNA
XM_032741464.2	Drosophila grimshawi	LOC6569552	3172	825	3070	26.873	PREDICTED: Drosophila grimshawi mediator of RNA polymerase II transcription subunit 15 (LOC6569552), transcript variant X1, mRNA
XM_017300245.2	Drosophila miranda	LOC108164487	3707	825	3070	26.873	PREDICTED: Drosophila miranda early endosome antigen 1 (LOC108164487), transcript variant X4, mRNA
XM_034254991.2	Drosophila albomicans	LOC117570989	4282	825	3070	26.873	PREDICTED: Drosophila albomicans histone deacetylase 4 (LOC117570989), transcript variant X3, mRNA
XM_034284812.1	Drosophila guanche	LOC117591516	4715	825	3070	26.873	PREDICTED: Drosophila guanche 5'-3' exoribonuclease 1 (LOC117591516), transcript variant X3, mRNA
XM_032726819.1	Drosophila sechellia	LOC6618112	7323	824	3070	26.8404	PREDICTED: Drosophila sechellia probable Ras GTPase-activating protein (LOC6618112), transcript variant X2, mRNA
XM_032726818.1	Drosophila sechellia	LOC6618112	7344	824	3070	26.8404	PREDICTED: Drosophila sechellia probable Ras GTPase-activating protein (LOC6618112), transcript variant X1, mRNA
